iterations,rave_exploration,exploration,score
100,0.25,34
100,0.25,38
100,0.25,36
100,0.25,39
100,0.25,42
100,0.25,43
100,0.25,31
100,0.25,35
100,0.25,29
100,0.25,26
100,0.5,36
100,0.5,44
100,0.5,37
100,0.5,41
100,0.5,40
100,0.5,38
100,0.5,34
100,0.5,35
100,0.5,39
100,0.5,42
100,1,34
100,1,29
100,1,33
100,1,37
100,1,36
100,1,33
100,1,40
100,1,46
100,1,30
100,1,35
100,2,38
100,2,45
100,2,29
100,2,23
100,2,29
100,2,42
100,2,42
100,2,37
100,2,37
100,2,37
100,3,33
100,3,42
100,3,29
100,3,32
100,3,48
100,3,41
100,3,33
100,3,38
100,3,37
100,3,43
100,4,26
100,4,23
100,4,34
100,4,34
100,4,31
100,4,37
100,4,28
100,4,36
100,4,33
100,4,39
100,5,47
100,5,32
100,5,18
100,5,37
100,5,33
100,5,33
100,5,24
100,5,30
100,5,30
100,5,36
100,6,43
100,6,41
100,6,35
100,6,38
100,6,25
100,6,36
100,6,37
100,6,26
100,6,26
100,6,37
100,7,45
100,7,44
100,7,39
100,7,27
100,7,37
100,7,26
100,7,25
100,7,34
100,7,30
100,7,43
100,8,43
100,8,42
100,8,42
100,8,35
100,8,35
100,8,45
100,8,16
100,8,40
100,8,29
100,8,35
100,9,34
100,9,28
100,9,34
100,9,34
100,9,37
100,9,22
100,9,37
100,9,35
100,9,32
100,9,33
100,10,25
100,10,37
100,10,32
100,10,36
100,10,33
100,10,30
100,10,31
100,10,37
100,10,26
100,10,34
100,11,34
100,11,32
100,11,32
100,11,35
100,11,18
100,11,29
100,11,33
100,11,38
100,11,35
100,11,32
100,12,40
100,12,43
100,12,45
100,12,34
100,12,40
100,12,30
100,12,36
100,12,30
100,12,39
100,12,35
100,13,33
100,13,40
100,13,23
100,13,32
100,13,33
100,13,33
100,13,40
100,13,22
100,13,39
100,13,39
100,14,38
100,14,32
100,14,35
100,14,21
100,14,44
100,14,37
100,14,46
100,14,26
100,14,36
100,14,34
100,15,39
100,15,36
100,15,36
100,15,35
100,15,42
100,15,30
100,15,34
100,15,24
100,15,38
100,15,32
100,16,41
100,16,28
100,16,46
100,16,29
100,16,31
100,16,39
100,16,34
100,16,36
100,16,33
100,16,30
100,20,45
100,20,37
100,20,33
100,20,37
100,20,43
100,20,32
100,20,22
100,20,32
100,20,31
100,20,36
1000,0.25,46
1000,0.25,52
1000,0.25,47
1000,0.25,54
1000,0.25,44
1000,0.25,51
1000,0.25,50
1000,0.25,43
1000,0.25,54
1000,0.25,42
1000,0.5,45
1000,0.5,43
1000,0.5,45
1000,0.5,44
1000,0.5,44
1000,0.5,51
1000,0.5,49
1000,0.5,47
1000,0.5,42
1000,0.5,47
1000,1,46
1000,1,52
1000,1,47
1000,1,48
1000,1,57
1000,1,40
1000,1,47
1000,1,50
1000,1,47
1000,1,41
1000,2,44
1000,2,45
1000,2,49
1000,2,55
1000,2,57
1000,2,49
1000,2,41
1000,2,50
1000,2,55
1000,2,47
1000,3,50
1000,3,48
1000,3,51
1000,3,46
1000,3,49
1000,3,48
1000,3,52
1000,3,43
1000,3,51
1000,3,39
1000,4,52
1000,4,45
1000,4,45
1000,4,46
1000,4,52
1000,4,42
1000,4,40
1000,4,48
1000,4,51
1000,4,41
1000,5,51
1000,5,46
1000,5,51
1000,5,41
1000,5,47
1000,5,51
1000,5,52
1000,5,41
1000,5,44
1000,5,46
1000,6,44
1000,6,49
1000,6,44
1000,6,40
1000,6,47
1000,6,50
1000,6,54
1000,6,48
1000,6,51
1000,6,48
1000,7,46
1000,7,50
1000,7,46
1000,7,47
1000,7,39
1000,7,47
1000,7,45
1000,7,54
1000,7,45
1000,7,47
1000,8,36
1000,8,49
1000,8,47
1000,8,48
1000,8,48
1000,8,47
1000,8,46
1000,8,43
1000,8,41
1000,8,47
1000,9,52
1000,9,48
1000,9,47
1000,9,47
1000,9,45
1000,9,51
1000,9,48
1000,9,39
1000,9,47
1000,9,50
1000,10,51
1000,10,47
1000,10,52
1000,10,50
1000,10,40
1000,10,47
1000,10,43
1000,10,48
1000,10,46
1000,10,54
1000,11,38
1000,11,51
1000,11,50
1000,11,43
1000,11,48
1000,11,50
1000,11,49
1000,11,38
1000,11,54
1000,11,46
1000,12,44
1000,12,53
1000,12,46
1000,12,54
1000,12,47
1000,12,43
1000,12,42
1000,12,47
1000,12,50
1000,12,47
1000,13,53
1000,13,58
1000,13,48
1000,13,50
1000,13,51
1000,13,52
1000,13,47
1000,13,47
1000,13,50
1000,13,51
1000,14,48
1000,14,53
1000,14,46
1000,14,41
1000,14,41
1000,14,53
1000,14,43
1000,14,45
1000,14,55
1000,14,43
1000,15,43
1000,15,57
1000,15,49
1000,15,40
1000,15,50
1000,15,43
1000,15,51
1000,15,53
1000,15,43
1000,15,49
1000,16,48
1000,16,46
1000,16,49
1000,16,49
1000,16,46
1000,16,46
1000,16,46
1000,16,50
1000,16,41
1000,16,45
1000,20,42
1000,20,45
1000,20,43
1000,20,46
1000,20,51
1000,20,45
1000,20,48
1000,20,47
1000,20,50
1000,20,40
100,0.25,34
100,0.25,30
100,0.25,39
100,0.25,33
100,0.25,37
100,0.25,33
100,0.25,37
100,0.25,33
100,0.25,35
100,0.25,41
100,0.5,33
100,0.5,30
100,0.5,28
100,0.5,37
100,0.5,39
100,0.5,33
100,0.5,40
100,0.5,39
100,0.5,44
100,0.5,39
100,1,36
100,1,41
100,1,28
100,1,33
100,1,31
100,1,44
100,1,38
100,1,44
100,1,37
100,1,35
100,2,33
100,2,40
100,2,26
100,2,39
100,2,26
100,2,34
100,2,39
100,2,38
100,2,42
100,2,29
100,3,30
100,3,30
100,3,41
100,3,29
100,3,32
100,3,41
100,3,46
100,3,33
100,3,41
100,3,40
100,4,44
100,4,37
100,4,35
100,4,46
100,4,37
100,4,32
100,4,28
100,4,40
100,4,39
100,4,35
100,5,25
100,5,37
100,5,35
100,5,41
100,5,38
100,5,38
100,5,38
100,5,36
100,5,38
100,5,35
100,6,25
100,6,35
100,6,35
100,6,43
100,6,45
100,6,35
100,6,42
