unexplored_value,exploration_variables,special_cost,piece_connects_to_exit,piece_connects_to_other_piece,piece_locks_out_other_piece,piece_is_2nd_order_neighbor,piece_is_3rd_order_neighbor
60,22.890895232924937,-146.61258274286052,1,-0.14122161150142618,-1,1,1
60,1.0230839603499486,-243.67327604563462,1,0.49493021386270336,-1,1,1
60,3.018598401333875,-133.74932109127033,1,2.9164678248621896,-1,1,1
60,1.1716524610185213,-1.3579523534300555,1,3.7638396450392277,-1,1,1
60,1.841521903434647,0.13631631307930248,1,2.7685519267962815,-1,1,1
60,0.494845245052313,0.21395960895600435,1,0.37063746858387314,-1,1,1
60,1.9158830747030295,0.5576572042002751,1,0.020743070522264304,-1,1,1
