exploration_variables,special_cost,piece_connects_to_exit,piece_connects_to_other_piece,piece_locks_out_other_piece,piece_is_2nd_order_neighbor,piece_is_3rd_order_neighbor
22.890895232924937,-146.61258274286052,1.0,1.0,-1.0,1.0,1.0
1.0230839603499486,-243.67327604563462,1.0,1.0,-1.0,1.0,1.0
3.018598401333875,-133.74932109127033,1.0,1.0,-1.0,1.0,1.0
1.1716524610185213,-1.3579523534300555,1.0,1.0,-1.0,1.0,1.0
1.841521903434647,0.13631631307930248,1.0,1.0,-1.0,1.0,1.0
0.494845245052313,0.21395960895600435,1.0,1.0,-1.0,1.0,1.0
1.9158830747030295,0.5576572042002751,1.0,1.0,-1.0,1.0,1.0
